topic,review_text
Delivery Issues,zomato sabse bakwas app hai 2 gante phali order diya tha likin abhi tak order nahi mela hai
General Feedback,good app for the food
Food Quality,"i never thought i’d have to write something like this. i ordered food hoping for a peaceful meal after a long day — but what i received was something i couldn’t even eat. i raised the issue immediately, but laga hi nahi koi sun raha hai. the response felt cold and robotic. no refund, no coupon, not even a real apology. just a standard message saying “we’ve informed the restaurant” — and that’s it. zomato, you weren’t just delivering food. you were delivering trust."
Customer Service Feedback,"fraud app, no customer support, they won't refund your money even when, as per the delivery agent, the order is delivered to someone else... delivery agents are either not afraid of repercussions because there aren't any or they are in on it too..."
General Feedback,it's the best food delivery app for every kind of food and many types of menu available there are many best options and many dining is there..
General Feedback,fastest delivery.app using is very good.
Customer Service Feedback,one word: worst app(customer service: -1)
Pricing Feedback,this not discount imo i want more discount your
General Feedback,"zomato is a very good app, all your hunger is satiated 🥹"
Delivery Issues,great experience  but something the delivery is late
Delivery Issues,i ordered momos but some rice type item was delivered
General Feedback,thank you so much for delivering the food at time 
Customer Service Feedback,this is the worst app i have ever downloaded. support staff is so uneducated and so unprofessional. never deliver the orders on time.
Delivery Partner Feedback,you know what guys. everything is good and excellent but when it comes to payment the delivery agents are so rude. like in my case i paid my order through upi okay but on the delivery agent's mobile or in app it was not showing because of network problem on his mobile (due to raining) according to my point of view he has to be shown some kind of patient because the problem was from his side not from mine but instead of solving his network issue he is asking me for cash for the food/parcel.
Food Quality,"i have recently ordered food through zomato from luck restaurant masab tank branch and i have received a spoiled veg biryani and it smells so bad and we have captured pictures and connected with chat support agent magi, agent was so reckless didn't even responded properly, no resolution provided and refused to refund my money back and agent magi advised us to write a review about lucky restaurant and the agent magi was rude and reckless and it seems zomato loosing against swiggy in quality."
Payment Feedback,"i was charged just for canceling my order, which was a mistake, and i still haven't received my refund."
General Feedback,"good application to order food, also provides good offers."
Pricing Feedback,"absolutely pathetic service! paid on time, but delivery took 1.5 hours. it's clear you're prioritizing profits over customer satisfaction by clubbing orders, which is unacceptable. and to add insult to injury, you're already charging huge platform fees, restaurant packaging charges, and more. stop fleecing customers and focus on delivering what you promise!"
Delivery Issues,"zomato is absolutely useless. i placed an order at 8:14 p.m. i was promised delivery between 9:15 and 9:30 p.m. and the delivery ""executive"" has not moved in the past hour. at first, reaching out for help resulted in ai-generated useless responses. speaking to customer ""executives"" hasn't helped yet. they keep telling me that they will get to me with a resolution, but it's 10 p.m., and they haven't yet. neither has the delivery ""executive"" moved. very unhelpful. service is always shoddy."
General Feedback,has a lot of offers
Pricing Feedback,"very bad experience.....i bought gold membership but not applicable after byee,also most of the time no offers are seen whereas it was seen in my others phone"
Pricing Feedback,taxes and delivery charges are to much. asked me to pay rs.127 extra on the food charges. uber eats was better with the pricing.
App Performance,when i open the app it opens an interface like play store and asks to install and when i click on install it asks me to login which i can't. if zomato technical team is seeing this review please help because i have placed a prepaid order. please act asap
Customer Service Feedback,"this the worst app i am using to food delivery it has 100% cancellation policy that's not good because , i ordered food and i have to edit my item so i call the restaurant owner they didn't pick my phone so i reach to the zomato coustomer service then i realised there is no coustomer service is available. then i do chat to the bot that they should fix it .so here this is not my problem i want to edit my order no one is responding so i cancel it then they didn't give me my money back."
General Feedback,fast delivery and good quality
General Feedback,it's fast order exepting app than other
Delivery Issues,delivery no kai time fix nai. zomato ni na delivery partner par kai control nathi. bekar service thar gae che.
Delivery Issues,worst delivery process i am regular customer for past 3 years and now from past many days facing very useless service need to wait for more than hour .... very horrible experience are coming on daily basis....
Customer Service Feedback,"worst service ever , go to swiggy only"
General Feedback,as a company person i always need bill thats why i always choose zomato.i am also working in zomato as a quality support.
Food Quality,"finally i have made up my mind to uninstall zomato. stale foods by restaurants, and no one to listen. zomato dosn't care there was no support system to address issues. cannot compromise health and waste money."
General Feedback,my experience with zomato is mostly good
Food Quality,zomato should refund the amount of spoiled or bad food and delivered to the customer.. last night it happened with me..and next day i had stomach ache all the day but zomato didn't refund any amount nor zomato has shown any sort of responsibility from their side.. i didn't expected this behavior from zomato
Pricing Feedback,it's great. helpful too . please reduce the price.
Delivery Issues,"i ordered in zomato and my order was accepted but there was not any delivery partner assigned. first there was showing that order will be deliver with in 35-40 minutes but after placing order, delivery time showing more than 60 minutes. so i cancelled my order. i didn't not received my money after cancelled that order. zomato representative saying that there is no any option for refund. from today i will not order on zomato in future and uninstalling zomato app"
General Feedback,best app for food and fast delivery
App Performance,lets you add to cart and then shows restaurant is not accepting the orders. waste of time
Customer Service Feedback,worst app. recently i ordered brownie from the pizza vodka indore and i did not received anything in a package. when i tried to complain about it to a cafe they did not picked up my call and zomato did not give any resolution or alternative instead they directly denied from helping. worst app ever. instead use other delivery app they are much better.
General Feedback,very helpful app in case u can't go outside & hunger is making u upset zomato delivers foods in just mins away..🥰
Pricing Feedback,"appreciate the delivery partner's effort, but zomato's ₹10 platform fee feels like monkey business!  the restaurant is just 700 meters away — no trains, no tunnels, no mountain climbing. just a simple walk, and still a ₹10 fee to 'enter the platform'?  hope zomato rethinks such unnecessary charges!"""
General Feedback,good but need to improve more
General Feedback,when ever i am hungry my mind says lets do zomato
General Feedback,nice purchase premium membership for more coupons
Customer Service Feedback,items delivering wise well. but if there is any problem with delivery they are not taking any quick action.
General Feedback,yes it was good experience with zomato.
General Feedback,it was amazing and great... it's give me happiness
General Feedback,one of the best food delivery app
General Feedback,good food serve and fast delivery
Delivery Partner Feedback,third class service thae gae che zomato delivery ni. delivery boy game te time a delivery kare. order lidha pachi pan game te time a aave ka too pachi last time cancel pan kare. zomato vada ni emna delivery partner par kai control nathi
General Feedback,"really very valuable application which provides ghar ke bahar bhi ghar jaisa khana, i appreciate your efforts to fill the gap that a mother would typically fulfill. thank you zomato for being a part of my daily life."
Delivery Issues,this very worst app from today 🤬. the experience of ordering was getting worse. i select non onion garlic food from the menu after ordering complete. paid amount online and after the order received and picked by my brother after he see the onion in food he report of it and i checked suprised that was regular but i select non onion garlic food. that's the fault of zomato and zomato can check by previous order they all are non onion garlic food and from the same restaurant.
General Feedback,this app for food is best and order also so easy way this was excellent
Delivery Issues,"fraudsters!!!!! while ordering it was just showing 30 mins. even after such a huge delay, i have received the items with complete spillage... i haven't even get a sip of soup... and these worst ppl had offered 40 rupees of refund of zcredits... such a shameful act!!!!! to make it even more worser, support executive had closed the conversation abruptly, without any conclusion to the issue. worst experience ever!!!! not even deserve a single star."
General Feedback,highly delighted fresh food at best price with maximum discounts....
Payment Feedback,all kinds of paylater options are disabled
General Feedback,it's the best food app
Pricing Feedback,kaddu kheer nahi hai ‍rakhna chahiye na kaddu kheer bhi my favourite sweet is not their  and fake offer adds
General Feedback,very user friendly ui and i think it's ai is redefined. after long back i came here and i feel that the developers are simply brilliant
Delivery Issues,"zomato has become completely unreliable. food is regularly delivered late, and it’s no longer a one-off issue it’s a consistent failure. what’s worse is the lack of real customer support. every time there’s a problem, you’re stuck with a chatbot that offers no actual help and blocks access to a human representative. there’s no way to escalate issues or get meaningful assistance. for a platform that promotes convenience and charges delivery fees, this is unacceptable. worst experience from zomato"
General Feedback,bit nice cuz new hehe 🤭🤧
Delivery Partner Feedback,good .... and delivery partner very humble
Delivery Issues,good but one time my order is not complete tea is not with my prantha nd when i call the hotel they say sorry next order mein extra tea bhej denge so i felt very angry otherwise all orders are ok
Delivery Issues,service is. very poor i m not satisfied bcz restaurant always. delayed order
Delivery Issues,fast delivery but something it's very late but the offers are great in zomato
General Feedback,amazing experience easy to order online food  thanks to zomato
Delivery Issues,sometimes delayed to delivery but overall best service in west bengal.
Customer Service Feedback,"they are scam and fraud, every positive review is paid and all they do is take money and not deliver orders. i have screenshots of their customer support not even answering..."
General Feedback,best platform to order food.
Customer Service Feedback,as a woman i say it's helps us . service are good.
Pricing Feedback,good but not to much please do not downlod and thankyou
Customer Service Feedback,it was great i like it
Pricing Feedback,likely good but only charges was high
Delivery Issues,किसी को भी पकड़ के डिलीवरी पार्टनर बना देते है पिज्जा order late huye petrol bharwane lage thanda order lekar aate hai । complaint karne ka koi number nahi hai ।
Customer Service Feedback,best app for food delivery
Pricing Feedback,useless extra charges no use of this app i am deleting it for always
Delivery Issues,order time se kam or delay jyada aate hai
Customer Service Feedback,best online app for food delivery.
Customer Service Feedback,awesome app i just love it
Delivery Issues,very bad experience..isse acha swigg hai. .galat order pe ee log sirf sorry bolenge..inlog customer ke bare me nhi sochte hai
Payment Feedback,"very poor service. lots of hidden charges are there packaging fee , platform fee and it keep going."
Pricing Feedback,3rd class service zomato is the most number one fraud app their are too many restaurants under 5 km from my location but in zomato app all these resturants shows more than there actual distance and all the food items are more expensive from the original rate of the restaurants..
Customer Service Feedback,great experience every time fastest delivery good one
Delivery Issues,gets my food to me on time. sure does mess up some times but still grateful for the service.
Customer Service Feedback,this zomato app is getting worse day by day. pathetic customer service. better to bring food offline rather than using the app.
Payment Feedback,job kerta tha yahan very bad experience with the support team in ludhiana zomato ka recharge kerwaya tha payment failed ho gayi 1700₹ ki shop vala bolta payment ayi nhi mere paas return office jata tha kehte return ho gayi hai uska shop vale ki transaction dekhi thi such m nhi ayi thi return sardar employee bolta sewa lagh gayi kis baat ki sewa mehanat kamai ko ap hi kha gya hoga voh. pareshan ho ke maine left ker diya days bhi waste jate the inke chakkar m or earnings bhi nhi ho rahi thi koi.
Delivery Issues,food came really late. and it is okay to be late. but when i asked zomato customer care they said me it was because of hotel being late and rush in the road. but i was able to see in map that food was picked up on time and the delivery partner was through a complex route to deliver 3-4 other orders. even that's okay. but the worst part is they don't even acknowledge that and goes on lying.
Delivery Issues,"order getting cancelled multiple times , even after waiting for 2-3 hrs. order not getting delivered and not even informed to me. not even giving any compensation. not happy with the service."
Customer Service Feedback,order always come on time and all things are good in taste
Customer Service Feedback,customer support issue no solving 
Customer Service Feedback,"experience is bad, they club the order without informing and extend the delivery time again and again. also they applied 100% cancellation charges. no customer support just ai will assist you. worst service"
Customer Service Feedback,very bad experience in last 2 order in last 2 weeks being gold customer. see my order history for more details.
Payment Feedback,zomato started cheating. refund or delivery for missing items were denied even with photo proof. i lost rs500.
Food Quality,i ordered food from my friend mobile. what i ordered is not there in that restaurant and the restaurant management asked to cancel the order. my frend cancelled the order. but money not refunded. again we ordered food from another restaurant this time food quality is very worst getting spoiled smell from the curry. we have no proper response from zomato side after this things happened. atleast i have to get the refund of cancelled order right.
Food Quality,very poor about the last order.
General Feedback,no.1 trusted app always helping nature of any type of complaint love you zomato
Delivery Issues,showing 38 mins delivery time in shimla ... and the order gets delivered in 1 hour 20 mins... please improve zomato.
Customer Service Feedback,"no human customer support, ai support with irrelevant options, higher addition charges"
General Feedback,help full and happy nes
Customer Service Feedback,very bad service no customer complaints entertained despite being gold member
Pricing Feedback,restorent packaging charges are very high. zomato should do something about that.
Delivery Issues,sometimes food delivered late plz work on that
Payment Feedback,i order from a restaurant accidently the order got canceled they took my money as compensation with no way to contact them i called the restaurant they said need a agent otp there is no agent or anything no customar care number no response to email nothing be careful before ordering anything
General Feedback,it is wonderful that things got changed and my burger gets delivered.
General Feedback,good app and it also give offers at weekend 
Delivery Issues,"60 minutes delivery, what a joke"
General Feedback,zomato vouchers from pop is good
General Feedback,it is very good. one can easily get food by sitting at home in any way
Delivery Issues,i ordered 6 plate biriyani at 7.30 pm from daawat biryani scheduled at 9.30-10pm today.the delivery person or zomato placed the order at 9pm and the restaurant had to cancel since it exhausted.zomato was supposed to place the order at 7.30 to the restaurant and deliver at 9.30-10pm.how do you think i am going to get dinner upon such behaviour of yours.worst incident and brute behaviour from zomato and its staff.if you can't keep scheduled orders don't keep such option. i will report this inciden
Payment Feedback,"worst customer service! i canceled my order exactly 5 minutes later, and they deducted all of my money and didn't return it! stupid policy! nonsense! what are the perks of being a gold member? being treated like a fool?"
General Feedback,always happy with service and food offer
App Feedback,not bad develop your app more
Food Quality,very bad delivery experience. they always provide multiple orders to delivery partners and food always receives cold and soggy
General Feedback,the first app to be opened by me for the best ones
Payment Feedback,"pathetic experience, i cancelled order before the hotel accepted the order. still i was charged with full order value cancellation charges of 515 rupee. on top of it the support bot just throws bot message that cancellation charges are for there partners efforts. my god what effort did the partner do that worth 515 rupees."
General Feedback,i love the offers and it's on time
Pricing Feedback,service is good but gst and platform is very costly
Delivery Issues,zomato is worst app i ever used in my life even though swiggy is better. first they changed ai with human chat ..... secondly every i mean every order of mine is getting delayed for 10 minutes.. we can't cancel the order. shame on you zomato still wrost app
Customer Service Feedback,very bad services from zometo
General Feedback,very good app for ordering food
Food Quality,ordered jain butter paneer masala daytime today it was very very spicy it wasn't jain food at all. earlier also few days back had ordered jain paneer butter masala which was also very very spicy. very disappointing. ordered from apni veg rasoi. would want zomato to please either issue a refund or prevent this in the future
Delivery Partner Feedback,"very disappointed with zomato’s support and refund policy. i had to cancel an order worth ₹467 due to the delivery partner’s rude behavior and failure to reach my correct address. even after explaining everything clearly, i was still charged the full amount — despite not receiving any food or service. zomato just kept quoting their “100% cancellation policy” without acknowledging that the issue was not my fault. this is really unfair to genuine customers. worst policy ever!!!!!!!!!"
Pricing Feedback,extra charges unnecessary add the given discount totally unfair game
App Feedback,good app need to give much offers
Customer Service Feedback,third class app for food delivery. there is zero customer support for food issue.
General Feedback,zomato does dilever the item instantly
General Feedback,"zomato never disappoints! the app is super easy to use, offers a wide range of food options, and the delivery is always on time. the payment system is smooth and reliable — no hiccups ever. whether it's a quick bite or a fancy dinner, zomato has become my go-to. highly recommend! "
General Feedback,they give me 100 off i love it 
Delivery Issues,chicken served on first day of savan. order was not that. i wanted egg biryani for me they served chicken starter and chicken biryani. i ordered my family starter considering paneer. now zomato offer 50% refund for my family. no help line number
Customer Service Feedback,really uneducated and rude behaviour form support team. i hate the service.
Pricing Feedback,"third class service...very very costly, swiggy is far better, moreover there is no option to cancel order...if u order by mistake & try to cancel it...your money is gone definitely"
Customer Service Feedback,"i would suggest using swiggy instead of zomato because i’ve faced a serious issue. it’s been three days, and still no action has been taken from your side. you haven’t even responded to my emails. it’s not about the money — it's about the quality of service you're providing to your customer."
Pricing Feedback,good experience. would be more happy if more discount coupons were available.
General Feedback,best for late night cravings
General Feedback,best app to get food anywhere
Delivery Partner Feedback,very bad behavior delivery boy he didn't delivered my order very very bad delivery boy today
Food Quality,bad experience with 7th heaven not with others
General Feedback,its good to use this app
Delivery Issues,again after 20 days i have order from zomata. firt they showed the delivery time is 29 mins and now it's almost an hour and i have yet to receive by order... zomata is the worst delivery app i have used ... again order today but the food was delivered after 1 hr 30 min.
Delivery Issues,"i ordered food from redbucket biryani, warangal.. after delivery i realised that food quantity lesser than actual. i reported in contact support they didn't give proper response. after that i called to restaurant they gave answer as they send 114rs biryani for you instead of 182/- because of zomoto discount...and he said that instead of booking online come directly and bought for same price i will give more biryani... zomoto frauds customers i loss my money as he said 60/- and lesser quantity..."
Food Quality,"zomato is nowadays tied up with fraudulent restaurants which provides unhealthy, stale and under cooked food. and thier audacity to not acknowledge the issue or work without an actual human cust service rep is on another level. there's no human in their team to acknkwledge customer issues. shame !!! i would prefer swiggy or other apps instead. zomato is fooling people."
Delivery Issues,high delivery charges mostly delayed orders no guarantee of fresh food
Pricing Feedback,good but price is too high according to normal people
General Feedback,reasonable rates and good delivery services..
General Feedback,thank you zomato team for such an amazing platform...... thanks a lot
Delivery Issues,the experience is very nice because the the food come really fast as possible but not that fast and some restaurants it come 60 to 50 minutes all the food is delectable
Customer Service Feedback,highly ignorant customer service. update jul 2025 - my order was tampered with. shared images of food items with obvious bite marks and missing pieces (kebab order from nbc) zomato trusted restaurant more than customers (my) provided images and obvious signs of food tamper. immediately uninstalled and raised issue over twitter (x)
App Performance,it not let me order from 2 sellers at one time.
General Feedback,good food and offer i like it 1st time order by zomato i check food and app waiting next time for order
General Feedback,always give good offers. very happy from zomato.
General Feedback,first time so i will decide by this order of 2 orio shakes
General Feedback,best app for food delivery
General Feedback,"very helpful,, fast delivery, all you needs items available here... thank you"
General Feedback,great job nd always on time.
Customer Service Feedback,"did you guys know that zomato has no customer care? i quit zomato today, you should too, if you genuinely care about what goes into your stomach "
Customer Service Feedback,the worst i would never ever prefer zomato just hate it
Delivery Partner Feedback,many meals ruined by unprofessional delivery boys. deleting the app as it's wasting my money while spoiling my meals for me. will re-install once i see a notable increase in the app ratings.
Delivery Issues,"have been a regular costumer since last 5 years..but now zomato has hit a new low...my order was delayed by 50 mins,but there is no way,you can talk to costumer care executive...what ever be the problem,a bot will reply you... i never wanted to leave zomato,but due to this unresponsiveness,sadly i have to delete all the zomato accounts of my family...i was always a supporter of zomato,but now it has become a big headache..and time and energy you invest in getting your issue solved isn't worth it"
General Feedback,nice experience on this app
Pricing Feedback,scam. terms and conditions are more.
General Feedback,like the ui of the app it's user friendly. perfect
App Performance,बहुत ही ज्यादा घटिया एप्लीकेशन मैं इनका गोल्ड कार्ड खरीद रखा है फिर भी जब मैं आज खाना मंगवाया तो खाना 1 घंटे लेट आया और डिलीवरी बाय बदतमीज अलग से करने लगा। कस्टमर केयर से भी कोई जवाब नहीं मिला ना कोई इनका फोन नंबर है जिस पर बात करी जा सके । बहुत ही बेकार एप्लीकेशन हो चुकी हैं ये
Customer Service Feedback,worst app till date i have used
General Feedback,always good for emergency it's second mother 
Payment Feedback,"i canceled my order within 30 seconds of placing it, but was still charged ₹198.88 as a cancellation fee. this is extremely unfair, especially when it’s highly unlikely the restaurant could have started preparation that quickly. as a regular zomato user, i expect fairness and customer-first policies. punishing users for instant cancellations—without genuine loss to the restaurant—is a poor experience. please revisit such policies and treat genuine customers with better flexibility. i’ve always"
General Feedback,wow no words to say
Delivery Issues,order delayed for an hour worst experience
Delivery Issues,used to be great. i have been a gold member since 2 years. recently had 2 orders in a row where my food was prepared but it was picked up after 30 mins. this is the last time i'll ever order from here.
App Performance,"the app has a bug, it does not clear the cart after payment is made. prompting the user to buy the same order multiple times."
Delivery Issues,bhot hi bekar app hai order chana masala kiya or chicken masala bhej diya ticket rise kiya but koi response nhi hai na hi refund kar rhe hai hai
Customer Service Feedback,stop fooling people....there is zero customer support for the orders placed... just bots answering the same repeated lines...not delivering the ordered item is stealing. stop looting people
Pricing Feedback,"kisi bhikari ka app hai, gold membership is non refundable upar se 10 rupee platform fee isse sasta main swiggy se mangva sakta hoon"
General Feedback,good service and food food .
General Feedback,"i love this app.as a food vlogger i strongly recommend for online food ordering  keep eating, keep ordering from zooooooomatooo "
Delivery Issues,we order always the delivery is on time nice 
General Feedback,"user-friendly design, clear restaurant info, and fast service. zomato sets the standard."
Delivery Partner Feedback,delivery ontime and delivery boy behaviour
Pricing Feedback,it's good but some times there is no offer on the food only bc of that i'll have to give it a 4 star.
General Feedback,very good application better than swiggy
General Feedback,i like it it was very good
Customer Service Feedback,"i experienced a mean customer handling treating me as a beggar for raising a complaint. i ordered subway tuna salad from kesavadasapuram and the quantity received was only tuna's norm quantity and with few quantities of salads many vegetables were not available the available quantity was very much few, in total the quantity was one fourth of what we receive in an order, which i can vouch being a regular customer of tuna salad, very bad life time experience and very mean treatment from zomato."
Customer Service Feedback,"worse , zero rated for no customer care support"
Customer Service Feedback,the worst app i have ever experienced... i feel would be better off with chinese app swiggy... at least they deliver..... one more fake ai promise and i am going to uninstall... not that zomato care anymore.... and just by giving standard fake concerns please do not think that i am going to reverse my ratings.... minus 100 for that... too much and enough... i am not going to give you any justification
General Feedback,"awesome app, easy to use interface"
App Performance,time is stopped at same time for last 30min
General Feedback,its a excellent good delivery app
Delivery Issues,"i placed an order for 5 ice creams. the restaurant sent 2. i called the restaurant, but their number is switched off. i raised a chat query, and zomato asked to mail them. after mailing, zomato says they can not do anything. why am i paying platform fees and gold membership if you are not competent enough to help in such a simple manner. horrible horrible experience."
Pricing Feedback,delivery charges too much. can be a little less depending on amount
Food Quality,today i ordered chicken triple schezwan rice from meraki through zomato on a great discounted price. i was shocked to see the quality of food. instead of chicken pieces there were prawns in the rice only. the gravy had chicken that was tasting half cooked and not fresh. i would blame zomato for this as people trust y'all and order food but y'all don't even check the quality of food being served. very bad zomato may god judge yall for this scam being offered through discounts. discount scam fraud
Delivery Partner Feedback,don't send any item by m person
Pricing Feedback,some delivery charges issues but it's okkay
Payment Feedback,very bad experience refund not add today order
General Feedback,choose it for good and cheap rate
General Feedback,it is a very nice platform
Delivery Issues,worst app. always deliver late whenever i order.
General Feedback,super cool and customer friendly 
Customer Service Feedback,why are you block your rider and blinkit rider i'd
App Performance,the cod option is no longer there. the app sends way too many notifications.
General Feedback,best service and happy service
Pricing Feedback,300 ka pizza 400 ka pizza roti ke upr banakr de rahe hai fakir log upr se 4 small pieces chicken ke faltu log mat do na usse acha
Delivery Issues,i have not received my order so bad
General Feedback,better on basis of price than swiggi
General Feedback,i like zomato discount and price
Customer Service Feedback,bakwash hai bhai again bakash same problem h ye nahi sudhr sakte
Pricing Feedback,"good, but give more discount"
General Feedback,i just downloaded this app... and orderd my food.... its on the way 
Delivery Partner Feedback,without contect me dilivery man dilivery my food another person than say i am contact you but i am asking screenshot he say call is contect didn't canect so how can me sow the screenshot and cut the call then i try again he didn't pick the call then i say the zomato survice they say sorry next time i not mistak and they di n't refund me
General Feedback,first time i ordered by zomato and got the order with in less time... thanks
Customer Service Feedback,"""there is no customer care support from zomato. my refund has not been credited, and i have not received any reply from them."""
Customer Service Feedback,"hoorible, you customer support is liar and they put all cistomers health at risk"
Delivery Issues,third class app this time also late delivery 18 minut after 20 minut late any order no value of times please remove delevri time from your app and also no any contact from zometo why we are trust your app disgusting
General Feedback,have a great experience with zomato
Payment Feedback,refund not received yet the delivery partner not picking up whole order on the restaurant and deliver missing items to me when i asked for refund zomato not refunded i don't know what is the problem my payment is done from my upi account but refund amount not received yet 2nd time we are receiving missing items and zomato are help less for customers in this case wow and my location r 5 km but the app shows 8km and take 89 rupees delivery charges from me now a days zomato are given me headache
General Feedback,using by a long period never disappoint and very good 
Pricing Feedback,taking too much delivery charges
General Feedback,nice good and excellent work
General Feedback,dilivery boy best treat and giving me on time
General Feedback,the delivery boy was in a very good nature app too good.
General Feedback,it was the best app to order food online
General Feedback,this is very fantastic app .nd very helping for delivery to food items
General Feedback,indescribable service from day one
General Feedback,will check next time again
Delivery Partner Feedback,"such a bad irresponsible idiots are there in zomato help center and zomato delivery guys of chennai, never order the food from zomato in chennai, i faced two time the issue of missing food, as the delivery guy have took my food from the restaurant and went away somewhere else, and the help center charging penalty on me, are you serious?? are you guys out of your mind or what. your mistake your delivery guy, why should i face the penalty. i want my money back any how."
Feature Requests,"pehle bhot acha tha, ab bhot sare hotels k option kyu hta diye apne, jmngar me or option dalo plz, rajlkshmi bakry ka option kyu hta diya"
Delivery Issues,pathetic experience dis nyt ..my prepaid order was not delivered by the partner n marked it successfully delivered...never had dis experience ever...dis kind of fraud n they have no resolution from their end simply said that food is delivered....
Customer Service Feedback,"nonsense app...ordered food...waited for estimated delivery time and 1 hr more for delayed delivry, when enquired for delayed delivery restaurant owner says to cancel the order...no actual zomato customer care support..to much rights given to restaurant owners..utter nonsense #faltu"
General Feedback,it can't explain in word it's a emotion
General Feedback,it is experiencing now i don't know how it's working
Food Quality,delivered cold food after almost 1.5hrs.
Delivery Partner Feedback,"delivery agent are very unresponsive. many times they do not call. many a times they do not find those address which are easily being found by delivery agent of other apps like amazon, myntra, blinkit. their delivery agent are even rude"
General Feedback,i rate this 4 cuz it's my first try opening it on tab and i m not understanding how to add things extra like extra dip
General Feedback,i love zomato... i never be disappointed with this app
General Feedback,very helpful app to use not only for middle aged people but also for old age and young people too. i liked this app the best thing is the gold subscription thank u zomato
General Feedback,"it's simple , it's better than swiggy"
General Feedback,delivery was very friendly and good
General Feedback,zomato is the best online food delivery partner in the world .
General Feedback,very good food online app🥰
Customer Service Feedback,"no actual customer service just an autobot that's useless, got charged a full cancellation fee when the order was delayed for long even after mentioning i won't be able to receive an order if it takes more time to deliver yet the bot can't comprehend this ofc and neither they provided any solution via mail. uninstalled"
General Feedback,"""wow, i'm blown away! ordered from biggies burger through zomato for the first time, and the food is absolutely unmatched! not only it look hygienic, but the taste is far superior other than local unhealthy restaurants in balasore. kudos to biggies burger for setting a high standard! one and only best brands in town. highly recommended!"""
General Feedback,its a super app... i just love zomate... when am craving something or am hungry... i will just order zomato... fast delivery and good packaging... deliverng parnterns also very well trained... keep this
Delivery Issues,cannot cancel my order that had been delayed
General Feedback,grate aap for food.. anytime 
Pricing Feedback,very quick response and reasonable price b.i love  baba falooda . best wishes 🤞
Delivery Issues,"app! ,i don't get my order on time "
Pricing Feedback,good but it is too expensive
Delivery Issues,this app is very bad i ordered a pizza but zomato have gave nuggets and it was 120 but it cost 168 i am very disappointed 🤬🤬
Pricing Feedback,good app but sometimes is very high delivery charges  so middle-class & poor people not purchase
General Feedback,order is on time n good service 
General Feedback,an excellent app for everyday meals
General Feedback,kiya hi bolu aur. sabko pata hi heh how much zomato is important to us nowadays
Pricing Feedback,comparatively economical compared to swiggy
General Feedback,till now it's going good
Customer Service Feedback,wrost experience. no resolution will be provided by them. wrost experience. prefer swiggy or atleast magicpin
General Feedback,best in the food delivery apps
Customer Service Feedback,"companies are integrating and creating master app. zomato does complete reverse, disintegrated wallet, disintegrated the dining from app and now customers need to install separate apps and existing card cashback also won't work as the mcc changes. totally disappointed!"
Delivery Partner Feedback,very bad delivery service and zomato team giving me a free meal promo it's not acceptable.
Food Quality,"food quality can be more good,and price should be low so every one can enjoy food and use zomato daily"
General Feedback,availablity of food depending upon mood
Customer Service Feedback,"good but not always. very bad in terms of customer support. if you call them more than twice a month even if there is a genuine issue then they blocklist you as they are done with me. i order very frequently from it with zomato gold, because i get a meal card every month from my company. zomato is good in terms of services in every area but bad at support and all."
General Feedback,great app for food lovers..here we can find all type food and drink.. personally i like zomato delivery
Customer Service Feedback,"day by day, u guys getting worse nothing else"
Customer Service Feedback,customer support not available most of the time.
Payment Feedback,bad experience they don't have my refund amount deducted from my account as i have cancelled the order immediately i cancelled order but still not get my refund amount
Pricing Feedback,"looting people in a sophisticated way.. for every item from the menu charges almost 10% to 20% more.. on top of it stupid surcharge fee, platform fee etc etc fees.. just trying to loot people some or the other way.. boycott these poems"
General Feedback,one of the best apps/e-commerce website for ordering food conveniently and at the ease of your homes
Pricing Feedback,"these are fraud apps okay unsustainable business model, they'll loot your hard earned money stay away from these cook at home or visit restaurants physically for your well being"
General Feedback,good value for the money
General Feedback,abhi tk sahi experience hai
Pricing Feedback,sometime time is expensive....this must needed.
Delivery Issues,worst service by zomato i have received the wrong item and complained the same but no response
Pricing Feedback,to much gst and dilevry charges 109 ka pizza hai. usme 35 rs gst or restorent chage extra. fir usme 35 rs dilevry charge extra.. kya musibat hai 109 ka pizza 189 me pade. 
Customer Service Feedback,"their chatbot is useless, and they don't assign ticket to a human. they continuously change expected delivery time. lack of business ethics. update: same experience. false eta chatbot based support. poor service."
Customer Service Feedback,nice but the customer support need to be improved because whenever we have issues we have to do a mail it may get delayed for the response and also get irritated by the customers
Customer Service Feedback,"customer support closes request without any reason, quantity has degraded a lot"
General Feedback,verry good service ok zomato
Service Requests,good app but please deliver gulati restaurant in my area too
Delivery Issues,disgusting app . food not delivered on time.
Delivery Issues,worst food delivery app which intentionally delays the food delivery during night hours. never delivers food on time. i want to know how to escalate the issue.
Pricing Feedback,not much of an offer
Food Quality,very poor service packing is not proper. all items are mixed food is waste
Pricing Feedback,in past the app was very affordable and nowadays on every order above 500rs they charges more than 100rs( gst and restaurant charges) and another 10rs ( platform fee) it makes the customer disappointed and now i will not order again
Delivery Issues,i deleted my account today as they failed to deliver my order and broken the trust. my family had to wait for 2 hours and we ddidnt get the food as it was very late
Customer Service Feedback,they don't care about customers they just want to reach targets
General Feedback,great app to order food
Pricing Feedback,"cheaper than other apps, thanks zomato"
General Feedback,i don't have a words for zomato these app is very good
