topic,review_text
Pricing Feedback,"added by default tips , new way of looting"
Pricing Feedback,"everything is great , except the delivery charge it's quite high most of the time. also sometimes it does not offer cash on delivery."
Service Feedback,very usefull and helpfull app i like it
Delivery Quality,very good experience i love the super fast delivery service and eco friendly delivery bag
Service Feedback,"love everything about this app, it is super convenient and super great and the order comes with 15 mins🤍"
Service Feedback,excellent experience about blinkit home delivery system
Service Requests,"a wonderful app. this platform should be available for medical services as well, we need fast service for medical emergencies more than groceries... thank you blinkit"
Food Quality,very fast service good product  and plant 🪴 quality  too good 
Pricing Feedback,just wow. very fast delivery. the price is also reasonable. compare to online home delivery.
Food Quality,best and fresh products ..
Pricing Feedback,delivery charges are too much...try to reduce it
Service Feedback,perfect app for home utensils
Service Feedback,my shopping experience with blinkit grocery was very good   and delivery guys r also well-mannered... and humble.. i think up coming days blinkit is gone a b my mostly using app.... keep it up..blinkit  
Product Variety Requests,"i really appreciate your quick deliveries and vast range of products. however, i wanted to request if you could consider adding cigarettes to your list as well. sometimes it becomes difficult to step out late at night or during busy hours, and having this available on blinkit would be very convenient for many customers."
Food Quality,"ekdum ghatiya app, bakwaas samaan and ghatiya service"
Service Feedback,delivery boy making fool to customer ravi delivery boy use abuse language.. wrost service
Delivery Feedback,delivery in rain ....it's best 
Product Feedback,availability of items in time is very good
Delivery Feedback,it can beat all online delivery agency as it delivery product so fast.
Delivery Issues,delivery is very latee and even the customer care is not proper
Service Feedback,"fast service and good packing all groceries, materials, good quality"
Pricing Feedback,service is really good but sometimes the delivery charges are too high and cod option is always unavailable
Delivery Issues,not exactly delivering in 8-10mins
Food Quality,kuch bhi nahi rhata stock mein
Payment Feedback,smooth experience & payment methods are very easy.
Delivery Issues,sorry blinkit for last minute cancellation
Order Issues,wrong items are sent and no helpline or no solution
Pricing Feedback,no discount delvery charges platform charges
Delivery Feedback,i use since 3 years back i loved it for early delivery
Service Feedback,best in term of delivery and offerings
Delivery Issues,delivery is late these days
Delivery Feedback,always on time polite delivery personnels
Delivery Feedback,very very kind and honest delivery partners and literally i was making my new recipe so one product was missing so i order blinkit and i see 15 min arriving so i see that the order arrived in 5-6 min i were very happy and also and it's a usefull thankyou blinkit....besttt
General Feedback,i really feel blessed to use this app.
General Feedback,timely delivery done.and service is very good . keep it up.
Service Feedback,bad service 10 min dikha raha hai delivery but 10 min 30 min ke baraber hai aur delivery person sare untrained hai sab kr sab jahil na to mobile chala pate hai aur na hi location. jabki sara kaam location ka hai . customer se address puch puch kar aate hai .. bad staff bad service.. untrained..log.... sab ke sab bekar hai
Pricing Feedback,price higher than local market . spend some time in market ..get better deal and price. faltu app
Pricing Feedback,"good aap, quick delivery but there are no offers which can be applied after buying alot of products like swiggy instamart cashback isn't available."
App Performance,but it's very hard to set location on my location.
Service Feedback,they are scammer. they do not refund your money. they have a very bad customer support service. it's a total scam. use other options
Food Quality,small pack ia not available and sufficient quality of some products also not available many times.
General Feedback,very fast & smart work
Order Issues,they send me a wrong print out and i am typing the complaint and they are not replying me and not sending me another copy and and not refunding my money
General Feedback,"it's delivered very last, hassle free, time saving.."
Delivery Issues,"order was very late and i ordered ice cream, and it was totally melted . it's was very bad experience of me on first order on blinkit"
Delivery Issues,team is super slow tobrespond on queries for more than half an hour keep showing 15min the delivery peeson is on the way
General Feedback,"good service in minutes,,good job ,, please serve continuously in this way"
Payment Issues,even on ordering above 500 there is always handling and delivery charges applied. but on my other device this problem is not there above 200 the delivery is free
Service Feedback,"blinkit refund system was very bad and customer support also very poor , please do not download this app"
General Feedback,it is a very speedly
Pricing Feedback,day by it price goes higher
Food Quality,nice app. however out of stock products almost never restock
General Feedback,very good experience. keep it up.
Pricing Feedback,"it's making bad in business, can't afford a paper bag for a customer."
General Feedback,amazing fast door step delivery app
Delivery Issues,kabhi time pe delivery nhi krte.... faltu app
General Feedback,great service. fast delivery. good food items.
General Feedback,very nice service & very fast
Pricing Feedback,at first the service was good and now it's the worst they always take the surge charge why don't they increase the employees working under them even ordering above 500 there is delivery charge and if there is no other charge then it's rain charge even if there is not raining outside ....
Pricing Feedback,"services is good , but prices are costly ."
App Performance,not an option to modify order
Delivery Issues,blinkit is not good app because always some items are out of stock like aamchi and in aap name or ad written delivered in 10 minutes but some time delivery in 22 minutes
Food Quality,"pathethic .. you guys keep so old mfd products . also ithe item clearly looks duplicated as i ordered a shampoo today , no sealed , damaged packaging . i replaced it even the replaced product of same condition no sealed seems used or fake branding"
Order Issues,very bad because wrong item delivered
Food Quality,"poor delivery service, delivering damaged product again as replacement"
General Feedback,very fast app aur products bhi aache hi hote hain 
Service Feedback,very nice and supportive staff
General Feedback,"very good service, my order arrived within 9 minutes."
General Feedback,"love this app, as it helps me to full fill the house- hold requirements in busy life.."
App Performance,asking to enable it multiple times soo annoying 
Service Feedback,"very poor survice some cannot find the location, some delivery boy cannot provide money in return, some delivery boys do not update after delivering the product"
General Feedback,"very nice, keep good work"
Pricing Feedback,"very reasonable, don't cheat people with prices and very fast delivery"
Food Quality,the food is very good and delivers in maximum 15 minutes
Payment Issues,"no payment options available , technical error solve nhi ho rahi to band kardo app"
Payment Issues,"delivery is quick... easy to order... last minute saver... highly recomended... though they have cod, wallet, upi option... but please make sure you paying them by upi... but if you paying them in cash those delivery boys don't carry any changes, so may be you have to pay extra for sometime..."
Pricing Feedback,"if only there were a limit of only 100 rs to order and get free delivery and reasonable offers, this app would beat others in the market."
App Performance,if someone ordered something twice by mistake and then wanted only one atleast you should have an option to cancel it. this is ridiculous. not really ordering anything again.
Service Feedback,very good experience with blinkit and preeti ( costomer care ).
Food Quality,really superb app for grocery needs
Service Feedback,blinkit is worst in their customer service as i doesn't received my order delivery partner doesn't picked my call and doesn't delivered my order my payment is already done before now what should i do 
Food Quality,fantastic... absolutely they deliver what they say... blinkit.... quality products in just minutes at affordable prices... really happy with blinkit.... they make shopping very easy
Food Quality,it is very useful great 
Food Quality,it's always been a great experience with blinkit
App Performance,"i've used blinkit a few times. it's user friendly, offers excellent convenience and so far very trustworthy!"
Pricing Feedback,"except the minimal value needs to be of rs 200 for a free delivery, i just get essential groceries, my experience has been just fine, nothing to complain about and if there were better discount on product, it would have been really great!"
Pricing Feedback,it is good but price is high comparison of other apps
Food Quality,quality of item provided by blinkit is very bad
Food Quality,in time and any time delivery..loved it
Food Quality,good service and quick delivery
Service Feedback,ghatiya service payment leli phele or order nhi de rhe
Food Quality,no hidden charges or extra blade to customers. hence v always prefer blinkit ... keep going
Pricing Feedback,pros: the app and the delivery infrastructure are fantastic. cons: there are these hidden small cart fee/ surge fee that seem to be tacked on arbitrarily and the customer is not clearly advised of the surreptitiously added charges which can add as much as 50% to the bill if these were indicated upfront then one ca maybe plan ahead and look at other means of getting the merch without feeling ripped off.
Payment Issues,"charges unwanted money like surge charge, interface is designed smartly that you will get easily cheated of you don't carefully check the invoice before placing order"
App Performance,veryyy bad app when i instal and want toh order that is not available any place
Food Quality,"i am writing to raise a serious concern regarding a recent order i received from blinkit . i had ordered broad beans, but to my disappointment, the product delivered was rotten and visibly infested with insects. this is not only unhygienic but also raises serious concerns about the quality control and food safety standards being followed. while i appreciate that a refund was processed after i raised the complaint, i am disappointed that no further action or acknowledgment of the issue was taken"
Food Quality,"received expired products, dirtiest store everything collects dust, vad response from the entire team"
General Feedback,depender goyal is best .... blinkit and zomato is also good and his wife is also good o my god everything is perfect.....
Pricing Feedback,free delivery for order above 199.this is a bad point of this app
General Feedback,mind blowing app and service
Service Feedback,very bad experience rude behaviour of delivery staff and even customer care executive worst service a simple question if you buy anything and that product doesn't fit to you there should be an option to return and the customer service of blinkit is so rude doesn't even have manners to speak to customer. i will make a note of this and apply in consumer forum..... let's see what happens till then i will encourage everyone in our society not to use blinkit
Delivery Issues,the delivery is as fast as a blink
Pricing Feedback,"blinkit nevva disappointed me...,delivers wat it says....just in a blink......i ask it u get it.highly recommended.but they should reduce the free delivery charges"
Service Feedback,delivery partner denied to deliver on 4th floor due to non availability of lift
Food Quality,i ordered rusks but all r crushed otherwise ok service
Pricing Feedback,"very fast delivery, with discounted prices also."
Service Feedback,worst didnt liked it cs team is not good at all take lot of time to reply also they dont call to hear the problem and resolve at all. placed order but 1 pqyment failed and no response or call even after chating with cx support
General Feedback,this app is so good 
General Feedback,this is best and helpful app
Pricing Feedback,too much charges all products jitne ka product nhi hota usee jyada delivery charges ghatiya app
Delivery Issues,1 delivery boy 2 company ke kaam krta h 1 blinkit to dusra flipkart me 4 mint ka rasta 15 mint me aaya
General Feedback,it good for disabled person
Payment Issues,how many additional charges will be levied at the time of payment?
Delivery Issues,very fast delivery so good
General Feedback,fast and dependable greatest service as always
General Feedback,this app was very excellent because of its 10 minutes grocery
Order Issues,maine abhi ek tooth paste order kiya miswak ka usme se tooth brush jo ki free tha vo missing hai or box bhi khula hua hai blinkit not responding poor goodwill
General Feedback,very good very positive and prompt attention. thank you
Order Issues,"such a rubbish experience,,, placed order for charging cable and got defected peice and when initiated the help support , it takes more 30 min and still scaling the waiting ‍‍"
Payment Issues,takes too long for refund 
Packaging Improvement Requests,why are you not supplying milk pouches on waterproof paper bags while your competitors are?
Payment Issues,"worst and fraud app. takes money without your permission as i wanted to check my bill or for applying any coupon, at that time only this app didn't let me swipe up and down. do not order online instead go outside and buy so that no fraud can happen. in the name of free delivery it took my 60 rupees for handling fee and delivery fee, isn't delivery fee enough ... & didn't let me check that as it was not showing my bill area."
Product Feedback,good continue to give good products at reasonable prices
Order Issues,"nice, but please improve the missing items issue. i have faced it 3 to 4 times regularly."
Delivery Issues,india's last minute delivery app
Service Feedback,delivery partner doesn't give delivery instead he asks to collect at location where he is standing very pathetic app
General Feedback,best app ever ...download now ...
General Feedback,this aap is good for all grocery item...
App Performance,my house street is not there in the maps
General Feedback,best app i ever seen in my life
Service Feedback,"poor service no customer support, policies are not customer centric"
Pricing Feedback,blinkit is totally waste till date.bajwaas..ghtiya....vahyaat....plz delete or ignore this type delivery partner a item which hv 169 mrp and i got it 240 rs
Service Feedback,the very good thing i liked about it is the delivery person whenever they come they are extremely well behaved and very polite in talking manner after every ask to leave they always initiate their concern by saying thank you mam/ sir and a good positive attitude on their smile  i'm really very very happy with the service and wish to see this more forward... keep it up blink it 
Order Issues,uninstalled it... support doesn't give any resolution. i wanted to order milk. so i ordered a few more items. they sent the order without milk and refused to return it.
Pricing Feedback,delivery charge so high and heading charges
Food Quality,expired product delivered my issue is not resolved
Order Feedback,i get that exect thing which i ordered
Pricing Feedback,"less discount and offers, doesn't allow the customer to cancel or modify orders"
General Feedback,best for last moment groceries!!!!
Food Quality,it is a very very good app but for indian families and desi mummy it's not that good but my mother scolds me when i make the cart more than 200 rupees she say dedso ka mangao rather than that it's a 10/10 app best for emergency and when we are craving something fast then it's too good
General Feedback,love this app! good job blinkit. keep it up.
General Feedback,very good service i love it  keep it up blinkit
General Feedback,it is very useful service for people who have busy schedules and not able to go outside…
Service Feedback,its good at delivery and the delivery partner
Payment Issues,one order i was booked last 6 moths so extension box is didn't get claim warenty
Service Feedback,they provide very bad customer service. i waited for almost 45 minutes for my order then i got a call from the delivery boy asking me to cancel my order or wait for another hour even when there was no rain in the nearby area and their nearest store was at the distance of 1.4 km. even the delivery boy was speaking rudely and refused to help me out. they promise to deliver the product in 10 minutes but fail miserably in doing so. extremely disappointed!
Pricing Feedback,your prices are too high
Food Quality,very nice all things are fresh and well packed
General Feedback,very good every body know
General Feedback,best app among all app
Service Feedback,great delivery partners appreciate their efferts even on a rainy day keep it up
Service Feedback,please keep check that blinkit success doesn't convert into deliver guys attitude problem ... i have seen a glimpse of it ... take it seriously
Service Feedback,if there is zero starts i would had given them they keep saving their staff rather than serving their customer
Pricing Feedback,the experience was very good and a good quality product we received. one thing i want to say is why do u increase delivery charges from 4 to 7. if charges will increase from this to more we will avoid blinkit then.
Food Quality,not happy for product quantity
App Performance,i accidentally ordered something and there is no cancellating option
General Feedback,this is a very nice app deliver our order in mins quality of products is very good i love this app thanks blinkit
Food Quality,i first time ordered product and i got damaged piece
General Feedback,deliver very fast good app
Service Feedback,why don't you resolve customer issues !!
General Feedback,"very good app, nice delivery experience, with on time delivery, a number of items that are much capable of fulfilling all requirements of a family's daily needs, i highly recommend this app, my best wishes with them."
General Feedback,nice and fast app app
General Feedback,yes it was a nice company
General Feedback,this app have everything and has accurate price this app is my favourite
Service Feedback,annoying customer support. i wish i could add the screenshots of their customer support.
Food Quality,pathetic service ....serve expired products and never listen to customers
Pricing Feedback,"overpriced than the local market, refund issues...."
General Feedback,delivery comes faster than i think
General Inquiry,"uninstalling because you're not available in jhalawar, rajasthan"
General Feedback,very good and fast servicing app
Service Feedback,i want to tell you that today i went to saket court delhi from meerut i need powerbank to charge my mobile phone then i have puchased a powerbank stylo 20 20000 mah from blinkit rs 1478 today on date 07 july 2025.powerbank charge my phone only 15 minutes and switch off automatically. after sometime i tried to switch on powerbank but its not power on and i am trying to charge powerbank from 2 hour no light blink and not takinge charging. customer care not resolved my problem. dont belive blinkit
General Feedback,har cheez fresh aati hai perfect hoti hai to time pe mil jati hai aur kya hi chahiye
Delivery Issues,worst app ever delivery boy 1 hour tk ghumta rha 6 mins k distance k lie last m order cancel kia 1 hfte se zada ho gya refund ni aaya abtk sbse bekar app hai
General Feedback,so helpful for a person like me who has no snacks to eat anytime. especially in midnight studies.
Delivery Issues,"worst experience with this app, i have made an order, haven't received the order nor refund in spite of following up with for customer service over call emails."
Payment Issues,"they are doing a big fraud they offer freebies with that much order, but they didn't send any freebies. after that they claim that the product was out of stock but after mins of delivery they claim that you'll get a freebie in the next order these kinds of scams they are doing please don't order anything else from them in these freebie schemes."
General Feedback,i love the 24/7 service   and their everything 
Service Feedback,issue not resolved with due care
Delivery Issues,waited long time then cancelled for oprational issue. wasted time.
General Feedback,very fast not 10 only 6 minutes
Pricing Feedback,"worst ever services. trying to fleece money from customers. even after putting groceries way above what is needed for delivery charge, they will still put multiple tiny costs such as handling costs and dwlivery costs. its time to go back to old times of ordering from your own local kirana shop as blinkit has fallen to worst ever levels."
Food Quality,"poor service,this company is sending me spoiled milk at night ,"
General Feedback,awesome experience and it is very helpful also
General Feedback,it's good and very fast services
General Feedback,it's super fast delivery  thank you blinkit
General Feedback,they have very nice service and products are brought carefully
General Feedback,best app at the door step
Pricing Feedback,charges 7 rupees for no reason
Delivery Issues,the delivery guy took almost of 1 hr to deliver the chocolates
Service Feedback,worst application worst customer service. many products are damaged but no customer support. overall third class. never recommend.
General Feedback,one of the best app
Service Feedback,product shi trh se deliver nhi kiye jaate h iss app k through......delivery agent ka behavior acha nhi rehta ....or jab complain kre to ...help board pr raitha person aapko maam maam bo k hi arrogance dikhata h ....
Delivery Issues,blinkit is giving late service..
Food Quality,very bad for ice cream
General Feedback,best app order at any time grocery are at home at 10 min
General Feedback,finally started in jamnagar nice and quick
Order Issues,very bad experience. from all the iteams ordered..one order is missing..and payment done before. now no one is responding from support staff. not recommended..plz check the items in bag and then pay the money.
Payment Issues,payment related issue..very bad experience
General Feedback,very nice and efficient service . we should keep blinking. best delivery app of all time
Pricing Feedback,"don't give any offer, zepto is better"
Feature Requests,why there is no cancellation option..
Pricing Feedback,the delivery charges are so expensive  there is no shop near by house we have to go far so if you make less delivery charges or no delivery charges then i will order items from this app otherwise no
Service Feedback,because the blinkit has fast delivery and because the delivery partner is very good 
Order Issues,that is cheated online platform i had ordered phone stand but received incomplete product
Pricing Feedback,very useful app and very afotabl price 
General Feedback,good service very affordable price nd good offers fully satisfied with this
General Feedback,nice experience. timely delivery. fresh articles delivered.
Delivery Issues,order not deliver with in the time prescribed by tha app
Service Feedback,it's really good and delivered person are good.
General Feedback,smart shopping thenk you bilinkit
Service Feedback,very fast delivery and very good delivery partner
Food Quality,supr app but i ordered egg but it's bad
Service Feedback,super fast delivery on time and that santosh yadav dilivery men is very best his talking like customer very politely
General Feedback,nice... item reached before time
Pricing Feedback,they are asking too much delivery fees
General Inquiry,"এটি একটি খুব সুন্দর পরিষেবা , আমি এবং আমার পরিবার খুবই উপকৃত হয়েছি । অনেক শুভকামনা রইল আপনারা এইভাবেই সবার পাশে থাকুন ।"
Food Quality,very good app order usually arrives in 10-15 min but the problem is when i order ice cream sometimes it comes melted which is frustrating. but overall good services
General Feedback,blinkit is truly blessing  love the service.. great application..
General Feedback,better than any other delivery app 
Payment Issues,i will pay my order bill there is a so many technical error your app is not working properly my money is deducted but there is don't show and there show my money refund be after 7 days very dissatisfied service
Food Quality,the product quality is very nice and light is very much bright
General Feedback,"absolute saviour ! last min prints, huge variety of items."
General Feedback,very helpful app for us.
General Feedback,best app for our daily needs
General Feedback,five star for print out service.
Service Feedback,"sab sahi hai aap ka lakin custmer care service, order cancle, loc ka lafda hai baki sab ok ok hai.."
General Feedback,wonderful service — especially the printing service.
General Feedback,top class service awesome fast delivery
Delivery Issues,"too much slow... for ex. they are showing 13 minutes delivery, after 15 minutes.. they are showing 9 minutes left."
Pricing Feedback,good but few items prices are high
General Feedback,"very fast delivery,i like it"
Food Quality,absolutely useless service. all they know is to mislead the customers.like a tasteless dish from a high end shop
Pricing Feedback,blink it is good but vegetables price is tooo high... and offers are also less... thoda discount aur do taki public zyada se zyada fayeda uthaye.... baki is all goood
General Feedback,"this is really a very good platform, there is no need to go anywhere, just order, it reaches home immediately, nice  blinkit"
Delivery Issues,all is good but it's little bit late i ordered and it shows in 13 min but arrived half an hour later.
General Feedback,wonderful!!! whenever we need anything we can order it anytime by simply sitting at home. amazing technology and the idea behind this app. salute to the owner!!
General Feedback,bahut acche kaam karte ho
Delivery Issues,always declined order just due to high demand unlogical reason
General Feedback,very useful app and good
General Feedback,"i can,t believe your delivery is so fast blinkit you are best delivery app thank you"
Service Feedback,very bad costumer service....thay don't listen complaint...n close the chat ..by there side
General Feedback,very good fantastic i really can't say anything about this
Payment Issues,getting worsed day by day. i have cancelled my 900 rs order and asked the amount in coupon. coupon is not working. i asked support 50 times everytime they asked me screenshot recordingscetc. and i sent to email and next time i recv. a call for same question. till now also i didnot get any resolution. i am their customer since it was grofers i found zepto better now.
General Feedback,till now it's doing good
Payment Issues,i have ordered something and order was cancelled from blinkit end and the reason for this is we aren't serviceable in your area currently and blinkit deducted 20 rupees of cancellation as order was cancelled by blinkit only and also still after 4 days of cancellation i have not received remaining amount.this is service they are providing to their customer
General Feedback,i appreciate the service. thanks blinkit for making our life easier.
App Performance,i will pay money but cant show my orders in app
Delivery Issues,if cx wants to cancel within 60 seconds but blinkit doesn't give that kind of service it is such a bad thing as per the customer point of view
Pricing Feedback,best app with best price
General Feedback,very prompt service at fair market rates.
Food Quality,very poor packaging and service for most of the product...8 out 10 product are damaged kindly do not use blinkit..very worse
Delivery Issues,very bad never delivered on time
General Feedback,very good app for the fastest delivery!
General Feedback,very good experience with blinkit
Service Feedback,"very poor app and very bad services, please don't order anything from blinkit. please go for other apps to save your time and money"
General Feedback,amazing i prefer blinkit mostly
General Feedback,best app to order anything anytime 
Pricing Feedback,service is good but they charge extra handling and delivery fees that's disappointing
General Feedback,very good service now in nanded im soo happy 
Pricing Feedback,too expensive than market price  no offer
Pricing Feedback,handling and delivery charges are more than what we are saving on order
App Performance,"great service, soda delivered cold.the app is fantastic and works like a dream. great job, well done. consistently great service. except for the paper bags which  tears making a night mare for me and your delivery partner all for the glory of the green."
General Feedback,really good also comes when the rain is stressing on 
General Feedback,very good service in delivery and customer support and return process...
General Feedback,excellent delivery with reasonable rates
Food Quality,i have often received dirty or damaged items. moreover the replacement items are sometimes damaged or incorrect as well. it is really a frustrating experience. i wonder what kind of hygiene they have in their dark stores. maybe it will be quicker and sane to just walk to the nearest grocery store instead of ordering from this app.
Order Issues,"it's been overall good, but not always up to the mark. in case of vegetables i have found that when you don't have a certain product, an alternative is sent instead of cancelling it or confirming the same from us. for instance, i once ordered raw papaya and got ripe papaya instead. another time i ordered sambar onions but got general big onions instead. this is unethical business practice and needs to be stopped immediately. we don't pay to be fooled."
General Feedback,best and cheapest price app
Service Feedback,डिलेवरी पार्टनर अनपढ़ जोड़ लेते है बोलने की तमीज नहीं होती है
General Feedback,"why i love blinkit:**  **lightning-fast delivery** – seriously, it’s unbelievable how quick they are!  **great product quality** – fruits, veggies, and dairy items are always fresh.  **no minimum order** – even small orders get delivered without extra charges.  **user-friendly app** – smooth interface, easy navigation, and frequent discounts.  **excellent customer support** – quick resolution for any issues."
Order Issues,very bad experience. always missing item in order
Service Feedback,had the worst experience dealing with the blinkit customer service. an executive named prerna was extremely rude and misbehaved. will never order from blinkit ever again.
General Feedback,excellent work  and i would also like to thank those boys who deliver everything in such rainy and hot weather and deliver the item safely to the customer. gud job everyone who are working in the blinkit 🫶
Delivery Issues,nice ane late night quick service
Service Feedback,hard working delivery parterner delivee even in heavy rain fog and scorching sun
Pricing Feedback,blinkit is all good but delivery charge is so high please reduce delivery charge
Food Quality,i don't think so that there is too much variety available for cats food & i found too much which i don't know also.
Pricing Feedback,sahi hai lekin discount nhi dete
Delivery Issues,nice experience with in time delivery
App Performance,cancel is not available mujhe 5 kg ka pack karna tha galti se 1 kg ho gya cancel nhi kar rahe hai
Food Quality,i am tired of receiving rotten vegetables and everytime they offered help is of replacement .
Delivery Issues,very good service and delivery on time.
Delivery Issues,its very fast and good 
App Performance,really quick🤗 but sometimes i cant find the product i want. overall really good app 
Payment Issues,i didn't received the refund amount in my bank account. please do it earliest. blinkit is taking too much time to refund almost 2 weeks.
Delivery Issues,very very fast this blinkit very very good this blinkit 5 10 min take this blinkit
Delivery Issues,your app shows wrong delivery time one delivery partner take so many orders. i want to cancel my order which required urgently and you guys did a false promise to deliver in time. ridiculous service. very disappointed
Service Feedback,"worst return service! i ordered an induction but received the wrong one. requested return within minutes as per their return policy, but blinkit denied it without understanding the issue. fast delivery means nothing if customer support is this bad. amazon & flipkart are far better. will file a consumer complaint if it's not resolved."
Pricing Feedback,"extra surge charge is not required you have lack of delivery partners that's not our problem why we pay extra for that, no bag with frozen items which is very problematic to carry them"
Delivery Issues,good experience good for sinor citizen
Delivery Issues,fastest of all delivery unbelievable choice
Food Quality,good & alternate options but stock items is limited.
Pricing Feedback,this app save money and time
Food Quality,poor quality and almost damaged product received or not received product as per order ... advice to use other similar application.seriously don't use blink it .
General Feedback,always there to deliver inspite of rain or other .
App Performance,blinkit doesn't take my order
Service Feedback,this aaps not customer number provide and no problem solved my first order problem not resolve
Payment Issues,nice app with quick delivery but they never get a change for 500 and neither do they have an option for cash with 500 rupees change... please rectify this... not everyone uses gpay or paytm...
Service Feedback,we can hardly resolve anything with the chat option. on one hand you have kept the option that's issue is not listed here' on other hand if we click that it still remains unresolved because you drag us into same old options which were not working. it's frustrating. ordering from other apps is a better idea. they have far better customer experiences. i wish i could give you a zero. one is too much.
Order Issues,very disappointed with blinkit.. we had ordered registers but recieved notebooks instead... customer support is very awful and very disappointed. i requested for refund but they denied.i was a very old customer of blinkit but bow im very disappointed with your service
Pricing Feedback,delivery charges are very expensive. 
Food Quality,"today i got spoiled protein bread. few days before also i got spoiled bananas.. this is regularly happening . give some value for our money.. give respect to fod... food isgod.. if u can't give good products means just banned your app.. i got thos experience from palam, delhi, 110045"
General Feedback,as long as they are giving value to customer by offering lower prices and maintaining quality and authenticity if goods i believe we'll keep buying from blink commerce
Delivery Issues,"it has been a great experience for so long but nowadays their services are becoming really bad, the delivery services are bad, they don't accept it when they deliver a wrong item and the delivery partner doesn't even know what to do in such a situation,and once the order was showing delivered when it was not and the delivery partner was not even at location, not picking up calls and not calling as well and the customer service has to blame the customers at first for everything"
General Improvement Requests,great experience . vegetable weight should be maintained. it's a suggestion
General Feedback,good service nice boy and very very good service
General Feedback,very nice as the delivery made within 10-15 minutes
Service Feedback,not solve the problem while ordering nit supportive
General Feedback,very good help for working and homemaker women. very punctual .
Service Feedback,"if you order by mistake, you can't cancel it because there is no option. yet the customer care executive wants me to accept the order. the rider has to suffer in between because the customer(me) won't take the order."
Service Feedback,"specifically i am not happy with it , if me order wrong product by mistaken then me can't exchange it , very disappoint and now i get to know me can't post on it directly first me have to rate it , i don't want to rate it but .... it is important to post my msg"
Food Quality,khrab vegetable dete hai or issues ticket raise kree so bhi solve ni krte hai very bad customer support.
Service Feedback,very bad response or product are not received
Order Issues,"i ordered ladyfinger 250 grams only 5 ladyfinger arrived, is this the service"
General Feedback,very good service. i am happy and fully satisfied with it
Food Quality,very fast service and good quality products
General Feedback,best time and first delivery
General Feedback,always helpful and within minutes saves a lot of time
General Feedback,too good to order and pay
General Feedback,nice service then zepto no extra charges of rain like zepto
Service Feedback,i am not satisfied with order for cancelation
General Feedback,very prompt and really useful service
Pricing Feedback,it's good but sometimes compared with other apps the rate is a bit high. as also some medicines which are common should be also available which will make this app more in need.
General Feedback,quick service very good app
General Feedback,i really appreciate your speed delivery  thanks you 
Service Feedback,"disappointed with customer support and refund delay placed a grocery ( chikan )order on blinkit 13 days ago.the payment was deducted successful. since the order isn't listed in the app,i can't raise a support ticket or access any help.i contacted blinkit support directly but have yet to receive any solution."
General Feedback,"true to your name, delivery in a blink of time"
General Feedback,blinkit has a good catalogue of products and the app experience is really good.
Service Feedback,we have not received the free gift which was mentioned by you in this order
General Feedback,it is very helpful app.
Pricing Feedback,delivery fast but charges extra thoda kosli padta hai emergency ke liye sahi hai
General Feedback,best for groceries very helpul
General Feedback,bahut badhiya raat ko turant mil gaya
Service Feedback,"is aap me customer support bekar hai ai chat hai us main bhi khul 2 option hai customer care ke contact karne ka koi option hi nahin hai kisi aur kism ki suvidha car mera first order place nahin ho raha hai aur maine inke wallet mein payment bhi add kar di hai jo ki aap fas chuki hai the customer support in this app is useless. there is ai chat, there are only 2 options in it, there is no option to contact customer care, there is no other type of facility car, my first order is not getting pl"
General Feedback,efficient app for daily needs delivery.
General Feedback,really fast & furious  blinkit welcome to mumbra.
Food Quality,frequently herbs & veggies even other food items are old stock. why pass on such stuff. it is very irritating. improve your shelf life
Delivery Issues,yeah deliver in 5 in min
Payment Issues,good but cash on delivery not available
Packaging Issues,"packaging should be better, carry bag must be close with tape."
Service Feedback,always parcel are dropped without bag blinkit provides bag then why delivery person dint handover goods with bag
Pricing Feedback,"delivery policy is disappointing. the first order gets free delivery for ₹99+, but from the second order, the minimum increases to ₹199—and it keeps changing. this feels like a bait-and-switch. if blinkit wants to retain customers, it should offer a fair and transparent delivery system, not one that keeps raising the bar after the first use."
General Improvement Requests,excellent service..... but ond of my sugessions please start taking carry bag back. my house is going to full with the carry bag sent by you. take back carry by giving rs 5 or 10 discount as applicable. it will help... just an idea
Service Feedback,"poor customer care service,hire staaf if you need"
App Performance,"its adiquete, then can improve on navigation and payment processing"
General Feedback,i really like ordering things from here and any item is delivered within 10 to 15 minutes or maximum 20 minutes and if i don't like any item then it can be returned easily.thank you blink it
Service Feedback,"good app , always good response by customer executive"
Delivery Issues,"named blinkit really works, nice home needs items and many more items delivered within 10 minutes "
Pricing Feedback,koi offer nhe dete ye
Service Feedback,pathetic customer service for the faulty and defective products related issues mis farheen only irates the customer
Service Feedback,dilevery guys don't know how to talk with consumers rude behaviour pathetic service
App Performance,"very convenient app , love it"
App Performance,vwry good app please download
Delivery Issues,your daily use product in you home in 10 minutes ..or what do you want this is good !!
Service Feedback,great service and customer care service is very fast
Food Quality,switched to zapto...delivering poor quality and expired products.
App Performance,good and so usefull app
Food Quality,gud product and save healthy
Pricing Feedback,"good but hidden more charges like handling charges, surg charges, delivery charges, and rain charges etc"
Product Requests,horlicks chocolate issu half  please my horlicks chocolate just now please
Payment Requests,bhaii meri cash on delivery enable kroo tum log bhaiii tbhu rating bdhaungi
Pricing Feedback,expensive app . surge charge why ?
Service Feedback,delivery boy is so good by nature
Delivery Issues,just blink it and enjoy
