topic,review_text
Pricing Issues,high rate and delivery not on time
Delivery Issues,the time shown is having so much difference in delivering i ordered while it was showing 15 mins and after 15 mins it is updated to 1 hour and keeps increasing so much worse experience
Delivery Issues,"no customer care handle options, ordered 2 hours ago but not received, bots saying 15 minutes waiting on every 5 minutes, delivery partner not assigned till now"
Complaints,ordered something for the first time. chose option of avoid calling from their delivery instructions. put delivery address clearly. last moment they cancelled my ordered. charged me the cancellation fee. nice way to steal the money from customers. pls don't use swiggy. beware. the most horrible customer service experience i ever had.
Delivery Issues,sometimes when you don't get your order and no response.. delivery partner doesn't pick up your phone..it gets frustrating.. the instances are increasing day by day. service is degrading.
Delivery Issues,many time there is more delay than what is shown initially
Delivery Issues,why when i always order some items are missing 
Delivery Issues,always late delivery and overcharging of rain and platform fees
Complaints,poor service i hope they had an option of zero or less
Delivery Issues,very bad experience...... swiggy just doing scams ..... they do very late deliveries ... after delivery if you have any issue related to food or delivery partner swiggy customer service cant help you... they have pathetic customer service ... # fraud swiggy
Payment Issues,"3 lakh riders work in this company. it can commiavoid buying shares of this company. its shares may suffer a 90% loss in the future.we had ordered bag shirts and raincoats, neither delivery was done nor refund was given. when we asked for refund, they said that we should go to ahmedabad and then we will have to go to bangalore office. they commit a big fraud. they do not refund even ₹1 and when we called the support helpline, they said that they do not know.it is best that you order from zomato."
Delivery Issues,i had to wait 2 hours to get an order! 2 hours!! and you guys charge us with 100% cancelation fee for what? an order that was probably received 2 seconds ago!! shouldn't i charge you with the same???????
Food Quality,"it is advisable to be cautious with this fraudulent restaurant with this app when you place an order through the swiggy platform. we recently placed an order for chicken reshmi kabab, tandoori chicken and tarka, along with romali bread. unfortunately, the chicken wasn't fresh or juicy, the smell of the chicken reshmi kabab was evident, and the taste of the chicken reshmi kabab was satisfactory. furthermore, they failed to deliver romali bread, nor did they offer a refunds unfortunat their cc."
Delivery Issues,"i'm extremely disappointed with the service. my order was delivered to someone else, and it's been over 3.5 hours since i placed it. despite multiple attempts, i haven’t received any response from customer support. this level of negligence is unacceptable."
Complaints,not godd service very bad service and no value to time
Payment Issues,"extremely disappointed with this app , yesterday i ordered food but my location was wrong so i cancelled and they charged entire amount ,no refund and ,there policy are pathetic and was no customer friendly ,feeling so absurd and i cancelled within seconds but they charged entire price as cancellation fee ,so i'm uninstalling this app ,and never gonna use this again ,if there any minus reward i will give minus to this app ,but here i m giving one star because without giving star i can'post my r"
Payment Issues,got charged for food that wasn't even delivered. been using this for years but never using this app again
Delivery Issues,waiting my order since 2 hrs in the mid of city. tell me does it really has a rating to give
Compliments,i will use this app for a while and edit my review.for now its fine.
Delivery Issues,"very bad delivery service. they made us wait for more than 1 hour, then marked it as delivered. when we contacted customer care, they apologized and issued a refund."
Delivery Issues,coupons are nice but the biggest issue is delivery is late most of the time. seems like they do not have any policy on this. compared to zomato in which i rarely experienced late orders from same restraunt.
Compliments,nice application for food delivery
Delivery Issues,"if negative review could have been possible. i would have done that. every single time u have order, the order had been delayed for delivered."
Payment Issues,"i placed an order but it was coming too late so i cancelled it and guess what they deducted all the money in the name of cancellation fee and when i contacted them i said if you cannot refund me my money then return my order to me and they said no swiggy app does not think about its customers but thinks about the restaurant owners, their service is very useless"
Complaints,"worst service please don't order anything through this app, i am facing too much issue with delivery and there is no proper support from customer care"
Feedback Issues,is the the app good ? actually i don't order anything from this app .so ask to users.i hope to receive ans .
Compliments,"well actually swiggy is quite good and customer helpful with a lot to help for lazy ones. it's just ,i think that it would have been nice if they could get the frequently using customers some more benefit, as they are quite loyal if using swiggy, eventhrough there are other more discount giving apps out there. well it was just an suggestion and expectation from an old regular customer, overall swiggy is  best in customer care"
Complaints,bad experience in insta delivery there is no return option and also no idea for delivery boy how it is returned?
Delivery Issues,worst experience everytime issues with the order and mainly they delay on bolt services also...!  and their vouchers!! dam god . really pathetic
Complaints,worst customer service as well as the partner restaurants.
Delivery Issues,i ordered a food at 7:16pm but expected delivery was 7:43pm but that it was not delivered i talked to customer service support but told me 8:00pm but they didn't delivered yet and customer service support was told me to cancel my order
Delivery Issues,order accept kar lete hain... aur deliver nahin karta hai..
Payment Issues,"this is the new fraud policy incorporated in this company. i ordered my food and wanted to change my payment option.but unfortunately, no option. so i cancelled my order within 5 min but they charged whole amount as a cancellation fee. even it is included gst, delivery charges,rain charge. there restaurant is very quick as you selected your item they started their cooking that's why they taking cancellation charge. this is new business to make their profit. going to uninstall this application ."
Complaints,very bad experience ... i don't want to use this app anymore....
Delivery Issues,"worse services waiting for my order from 2.5 hours, third class app"
Food Quality,i just ordered muesli from swiggy instamart and it was expired. when i talked to customer support they said there is no solution for it. you will get an instant mail within 6 hours and you will get to know about it. so please don't order from swiggy instamart. they send expired items and there is no solution for it either.
Food Quality,third class service always delayed and stale food delivery after spillage
Food Quality,good food for every time hot 🥵 food
Complaints,app is good but their delivery boys are very rude.
Complaints,"swigy not good app, customer care not respond, every time same ishu for same restaurant, but swiggy not action, i like other app, swigy is not good"
Complaints,"aukad ke bahar ke order ku xpt krte ho jb deliver hi nhi kr skte ,auto chat bot lga rkha hai koi resolution nhi hai isiliye yhi tak reh gye ab isse jda kya hi bolu bhookh lgi ho mar jao lekin swiggy choose na kro kvi"
Delivery Issues,show order time 12 min but delivery 50 min very poor delivery time
Payment Issues,"i am writing to express my disappointment and concern regarding an unjust penalty charged to me for an order that was delivered late due to no fault of mine date & time: 09/07/2025. 10:28 pm the order was significantly delayed, and despite the delay being caused by swiggy’s logistics or restaurant partner, a penalty was incorrectly levied on my account. this is both unfair and unacceptable, as i had no role in the delay and was waiting patiently for the delivery, which arrived much later."
Payment Issues,very disappointed from swiggy .. my money was deducted and order also not deliver to me .. when i ask customer representative .. they says .. we can't do anything
Food Quality,"and now they've started stealing money too. even swiggy instamart is so bad, one item from my order is missing and the resolution we can't refund or replace for this particular order. just wow."
Delivery Issues,too late the delivery because the pick up man is taking more then 1 order it's 3 order
Food Quality,loved the offers. genuine service and no compromise in quality. recommended if you want to save more :)
Compliments,very affordable and nice app 
Delivery Issues,"worst app ,always delay in delivery,pathetic support service"
Pricing Issues,delivery charges very high and overall services good
Compliments,very good and quick service.
Delivery Issues,when ever i ordered food i got almost lates delivery how many times i report it they have not taking any action against it
Complaints,"worst delivery experience. the delivery guy did not deliver my food. swiggy chose to cancel my order and then kept my money as if they own it. i'm going to file a consumer complaint soon. to top it off their customer chat is not responsive. they enjoy wasting customers time. also, they make fake promises on chat and then keeping transferring the chat to other agents"
Payment Issues,"pls update your sick policy.....first of all your app wasn't able to set the location properly despite typing the right location and when i canceled the order within minutes, message came that you would be charged this fees in your next order...i mean what? your mistake and why should i be charged? not recommended anymore,i would rather eat the food made in my home than ordering from swiggy . sick policy.."
Delivery Issues,froud people work in swiggy they not able to delevred food order within 2 hrs after that they says we can't delevred ur order u get refund and we cancel the order from our side after 10 min. i got message from swiggy customer support and he says our refund not possible by swiggy and l lose my full amount
Delivery Issues,"very unhelpful customer helpline, can't sort anything out and multiple frauds experienced, customer service from competitors like zomato is way better. they got our address wrong after we wrote the correct address and charged us a cancellation fee for their mistake very bad experience"
Compliments,"nice team, nice offers, thanks frnd swiggy."
Compliments,nice food ordering n groceries ordering app.
Complaints,very poor customer service. showing bill amounts differently on three different platforms. customer care employee not showing attention to resolve.
Complaints,swiggy doesn't change! it still doesn't align refund when we recieve complete incorrect/diffetent order from their app! their solution is to give merchant feedback instead of solution/refund on bad food delivery. even after providing proof there is no support! why are we using their app when they are useless! ofcourse the sellers will take advantage n do as they please! we order higher price product but we get cheaper price product & we have to adjust. thats a shame!
Complaints,city corner maninayahmedabad worst stale food. ordered half pav bhaji and half manchurian which costed me 609..man i can eat 2 pav bhaji and 2 manchurian at such price .. i ordered my food at 8 and received after an hour.and that too stale.. poor food quality.. delivery person was worst he was not moving from the location.. after calling him as well he was not moving.. i have uninstalled swiggy after this experience and buying food and groceries from nearby stores only.
Complaints,one of the disgusting app. people should boycott this company. exploiting people. i had placed an order. it was showing 55 min so immediately within a sec i have cancelled it. but the agent kept on asking me stupid questions. and finally i was charged with 100% cancellation fee.such a psychopath app. and cunning agents.
Delivery Issues,worst app. assigning delivery partners so late it made thr food cold and made us wait for so long without any compensation. and also i requested it to just cancel my order ( it was on cod) no money should be given to me.
Compliments,one of the worst app i have seen in my life worst .1 %star star is not able to get swiggy worst app
Compliments,it very good  absolute swiggy.......
Complaints,cancellation made very different. if we approach in chat they are giving late reply to make the process late and finally saying cancellation is not possible. going to make a complaint about it. i never use this app again
Delivery Issues,"10000000000000% bad service swigy delivery and all departments  normal 30 )35 black. 40/50 delivery 70/120  every day every time delay  bike  problem  tyre puncher  technical issue  after tme done  and cancal order for swiggy  jabki black ke liye extra pise dene parte ha coupan 75 not done delivery ontime only for customer fool allredy many restaurants 40% to 120 rs coupan on 159 on thu, jul 10, 2025, 8:18 pm swiggy"
Delivery Issues,"worst platform for food delivery service don't order food from swiggy they are just doing scam and they will delay your order and push you to cancel it, if you can't cancel then they'll delay the order like 2-3hrs"
Delivery Issues,no proper time pick up the order so let my orders and long time wait
Complaints,staff behavior very bad... time present not applicable. time jo diktat hai kewal bewakuf banne ke liye
Complaints,worst !!! zomato is little more customer friendly.
Compliments,"best app for food delivery, grocery delivery, quick commerce & all services."
Food Quality,bogus customer service no responsibility for bad quality food
Delivery Issues,"they take orders and don't deliver. if we ask, simple suggestion to send an email and no response from the email"
Food Quality,"already seen a lot of complaints already about swiggy. i don't think adding mine will make any difference, but it has definitely become one of the worst delivery apps of all time. i ordered ice cream which had left the facility 25 mins before it was delivered. no ice pack for the icecreams. one of the items which was casatta icecream i only received the package with a slice of bread all icecream melted. only 53 was refunded not full mrp neither the delivery charges neither packaging nor others."
Complaints,why you are not taking cash on delivery some of people can't order
Compliments,very nice app i love you swiggy 
Complaints,"poor customer service, inaccurate order tracking, long delays, and issues with food quality or delivery handling. many complaints center on unresponsive or unhelpful customer support when problems arise."
Complaints,it is the worst app i have seen caution they take excessive money from u and then cheat u they take money from u they r cheaters n not committed
Compliments,thanks for my order dilevery
App Performance,i'm unable to login to swiggy...been using it for almost 7yrs.... recently logged out from my account and now i'm not able to login with any phone number....this has been the trend for last 10 days almost...nd i'm not able to reach swiggy support....the experience has been good while the app was functional but last 10 days has become very disappointing... atleast now someone please resolve this
Delivery Issues,i ordered jeelebi two days before still not delivered
Complaints,"fraudulent app , worst policy on refund 100% cancellation charge. better to uninstall and i'm doing it. don't ever order by paying before the delivery. never ever."
Delivery Issues,"very bad service, more than one hour"
Delivery Issues,placed order at 9pm. at 10 i call customer care to find that wrong delivery partner has picked up the order. i am asked to place order again. then i got order at 11.15pm no compensation no coupon nothing. useless app..zomato zindabad
App Performance,"almost perfect. just two issues: 1. minor: it's difficult to change the order even just after making the payment. even one second. (i could have given 5star despite of this) 2.major: they have offered me lifetime free offer for swiggy hdfc credit card on message that i still have as proof. but after issuing the card they are denying. after multiple emails to care, they said to contact hdfc. hdfc told to contact merchant(swiggy). now swiggy choose not to respond multiple follow-ups. (5-2=3star)"
Delivery Issues,order was cancelled after 1 hour... horrible service by swiggy
Food Quality,happy with the delivery time. the food was also tasty.
Complaints,interface is very poor and no customer care available regarding post order help
Food Quality,best app ever i see
Delivery Issues,not get that items which i have ordered
Pricing Issues,fraud facility and ..higher price in shikohabad
Delivery Issues,delivery man is not available in the place that's wa swiggy has cancel the order it self v are waiting more than 3 h book on 7:30 pm swiggy cancel my order it self on 10:30 pm kindly don't book the food in swiggy is very worst
Food Quality,the roti was burnt and small. the dal / curry had stone and i ended up breaking a part of teeth. absolutely worst experience. never buying anything from cheating swiggy. edit - the complaint is not being taken and being considered as a feedback. u losers
Complaints,your delivery boy was always disappointed me....
Delivery Issues,"why medicines are not giving in 10min? i want to book medicines for my aunt she is old, why it is not available?"
Pricing Issues,pricing is lesser than zomato
Complaints,"the customer service is horrible, i have very very bad experience with swiggy both food and instamart....late response and customer service is zero help...never going to use the app again... and they keep responding to all reviews saying to write to them...i can guarantee its no use....they just write sorry for ur experience but we are unable to anything and stuff and then we will experience thame same thing....so never using this app"
Delivery Issues,the 10 minute delivery is a scam they are taking 2 hours to deliver food they are not even assigning delivery partners now swiggy is not working properly.
Complaints,fake customer support bad experience received damaged product and customer service denied replacement
Delivery Issues,order if you want to get your lunch till dinner time. they are irresponsible people. also their is no confirmation that they are bringing food from the restaurant which you have selected. the whole app is useless
Delivery Issues,they will say deliver ontime but they are not delivering ontime.
Payment Issues,there is no option for order cancellation they charge the full amount as a cancellation fee which is cheating
Compliments,nice . . . . ..
Delivery Issues,"swiggy is the worst food app i have ever used , i have ordered choco lava cake , they have guaranteed that it will be delivered in 18 min , and then 30 min of waiting the delivery partner has not reached restaurant till , after updating the current status that he has been reached there , i have to wait for another 30 min waiting for my order and now i want to cancel it , but after 20 min raising this issue of cancelling my order i finally got the refund.i mean wth , have some courtesy reg. cus."
Delivery Issues,"it's a totally disgusting behaviour of swiggy. the orders are running late by hours and what they offer you, a very minimum reimbursement which is not even equal to half of the amount you pay for the food. the culture of order cancellation is really appreciated by them and they have no respect and care for their customers. day by day they are becoming the worst app for food delivery with their delivery agents topping their list of worst things they can offer to their customers."
Food Quality,zomato is better than this app food comes late and and delivery partner is also not good and my meal was not fresh as i order disappointing waste of money
Payment Issues,"terrible service, they have kept some policy in which they take away the entire amount even if you have promptly cancelled the order within 2-3mins and because of genuine reason. it completely looks unfair and unethical. these type of behavior encourages boycotting such apps."
Delivery Issues,ridiculous service and support team in pune. always make orders late delivery. they show you order will deliver in 25 minutes and then they goes increasing time.no coordination with the delivery person.
Delivery Issues,"40 mins wasted for an order value of approx 300 and no resolution given instead refund of 53, shut down company 2 hours for delivery, another horrible experience"
Delivery Issues,idk y i dint got good experience with swiggy as i had heard many things abt it before but my experience was just the worst. they had not delivered my order from i guess more than 1 hour and i tried to cancel by calling to the authorities but they dint respond either.
Compliments,delivery boy is very handsome 
Complaints,"worst service after placing the order they have no option to replace the address if they have no service to the change address so, they should not give us options to save 2-3 locations in this app."
Compliments,food arives hot and fresh
Complaints,"the absolute worst food delivery app. orders are frequently delayed.. & then cancelled. also, other apps allow you to cancel order/change delivery address within 60 seconds of placing the order. this app doesn't. no help or customer service available either."
Complaints,no human support executive to resolve issues.
Complaints,the worst app i have never seen
Payment Issues,very worst appp.and policy under swiggy is worst end user harrasment.i just order pizza from swiggy and i forgot to update new address and order placed and payment advance deduct.as i get to k ow this withing 30 seconds i cancelled the order they didn't refunding my money or else not provide me pizza.they charge equivalent amount to the order as cancellation charges...i am requesting to not use this app.
Complaints,worst support given in the name of service! i just checking the order to whom i supposed to order next day to bring for my wife from jaipur to delhi but by mistake it took place and i immediately put cancellation request but their third class team processed the order instead cancelling! they they think we are slave of swiggy! permanent block from my side for swiggy! i dont accept the order and instead paid delivery guy for his effort on phone as delivery guy have no mistake! now permanent lost!
Delivery Issues,worst app to order.i placed my order at 8.29 and i got it at 10.30 worst app to use
Complaints,"do not display your ad at locations where your service is not available, or else make your service available, ok i hope you understand"
Delivery Issues,it's worst app ihave seen . owant cancel my order but itshows like this already partner is on way may reach in 11to 16mins your food got wasted . i think it's a startergy of fooling coustomer who want to canecl it is scamming customer.and forces to pay which i want to cancel
Food Quality,"now swiggy guys have stooped low enough to fool customers - no quality control of the food, multi orders for the delivery even if you select no coupling with other orders, bolt orders not getting delivered even after 45 mins, ridiculous charges, and the list goes on and on...."
Food Quality,worst app dont oder any items from swiggy instamart every time we recieved damaged products know this time we recieved curd which was having fungal and its totally spoiled please people dont eat blindly without checking
Delivery Issues,"it was the worst experience. the delivery partner ""go 99"" at pilibhit cheated. as i ordered ""buy 1 get 1"" offer pizza, but they delivered only one pizza at door step and refused to complete the order. "
Pricing Issues,dishes charges to high for order on this app platform that's not fair with customers pocket
Food Quality,great app were we can find the spoiled food products i can only suggest the people do not order if you don't have any option and ordered also you just inspect and have it other wise you need to move hospital
Payment Issues,"the more you are loyal towards the brands nowadays, the more you are cheated and looted. swiggy used to offer free cash and much more discounts until i purchased swiggy one membership. as soon i purchased, everything disappeared suddenly. on the other side, i've another swiggy account in which i haven't swiggy one membership, i am continuously getting free cash and much and better offers  swiggy literally. i didn't used to trust on social media posts, but i'm actually facing such cheap tactic"
Complaints,pathetic experience with customer support. no customer support contact is available.only ai chat bot is giving the same reply without any information. even after 1 hour no rider is assigned for the delivery. and cancellation charges are not reflecting on app. very bad.
Payment Issues,poor app for food delivery refund related issue not solved by this app
Pricing Issues,why you guys have to be so cunning. keep max saver above 1200 and give option to only order upto 7-800. just so you want to charge 15₹ handling charges everytime and not give any additional discount.
Delivery Issues,the outlet near me was 1.5 km and it was showing delivery time of 65 mins... when i cancelled the order (as i wanted it earlier) before the restaurant accepted it.... swiggy deducted my money.... i have to buy knowledge not to order from swiggy worth rupees 1100
Pricing Issues,paisa jada lagta hai normal se bohot jada hai
Payment Issues,"they are fraud , please don't install , they just loot ur money, u have ordered today , now order will keep showing u that will get delivered for next 1 day and customer service will tell u that sir u will get refund automatically and after 24 hours order will automatically convert into delivered and now u can't connect to swiggy service on call and on chat they will say that after 24 hours we can't help u , now u have lost money , this app is fraud , please google stop this app from play store"
Compliments,my all experience for this application is very good 
Delivery Issues,"after waiting for food for 2 hours, they finally cancelled my order. worst delivery service, false timing they show, initially it was showing 30 minutes delivery time, and after so many calls and waiting time they cancelled the order. very much frustrated with swiggy"
Pricing Issues,platform fee is very high
Delivery Issues,"the worst application i have ever seen in my life could not reach on time when i order something,it is showing time but the time is always wrong if the application is showing 15 minutes it means order delivery after 1 hour please solve this problem swiggy ‍"
App Performance,whenever i installed this application. it disappoints me 🤬
Food Quality,get broken and very soggy garlic bread no
Delivery Issues,my experience is very poor with swiggy..... because delivery time is so slow as well as they are delivered non veg food instead of vegetarian food..... and when ever we have called the customer care.... they are not even take responsibility for that mistake ... done by their delievery partners..... very disappointed 
Delivery Issues,very bad experience worst food delivery app . very delay to receive the order and quantity is very low . delivery partner also not available in anytime and pickup order is too late so i recommend overall not use swiggy app it is very worst app to delivers food ( 1🤬🤬🤬
Food Quality,"last time the dal makhani that i had ordered was the real dal makhani. today they sent the dal that the staff eats at night, with some tadka added to it. i know how dal makhani is, i have also worked in a restaurant before. bad experience for katani dhaba"
Food Quality,"great app were we can finding spoiled food products with great rates they don't bothered about the health or lifes of human they deal with money only today from my brother phone we ordered the curd and cool drink we received the curd with fungal on top with some bacteria if there was an chance i can share the pic of that product,iam saying to the team of instamart your family members are also using this application so your family may receive this type of product then you will refund or react"
Complaints,"i could've give minus rating if there was an option. issues from there end are genuine only and from the customer's end nothing is genuine. no refunds for genuine issues, they don't understand the religious customs and rules, also and most importantly customer care executive is the highly rude and so proud of on there stupid policies and fraudulent business."
Compliments,great service with on time delivery
Pricing Issues,very very expensive and late delivery
Delivery Issues,"as a swiggy one subscriber, i consistently face 1+ hour delays for orders just 2km away, even 1 hour 50 minutes recently! this ruins food quality and makes hot meals cold. swiggy then charges a cancellation fee for their failures. customer support denies issues despite proof, and restaurants unfairly get bad reviews due to swiggy's pathetic service. it's a complete waste of money and my trust is gone. keep in mind the platform fee."
Complaints,"very very bad service, i consider zomato over swiggy. swiggy didn't give refunds to people."
Compliments,best food delivery aap ever
Complaints,"pathetically handled my complaint worst experience as the order was canceled by the restaurant, and they forced me to pay for it"
Complaints,food delivery ka sabse ghatiya platform h khud hi mera order cancel krdia aur mujhse 100 percent cancellation fees kha li ab wps nhi kr rhe aur koi customer support bhi nhi de rhe
Food Quality,the worst food delivered. was showing different kinds of food photos of in apps
Delivery Issues,good but train ordrer bad
Complaints,very very disgusting app and helpline is giving silly excuse day to day deducting other hardwork money for no reason and they give such a silly reason always time only one reason very shame to like this type of company
Pricing Issues,very bad aap and faltu penalty lagate he
Delivery Issues,very bad service today. highly disappointed. delivery partner was assigned after 30 min of the order got ready.
Pricing Issues,extra charges for dilivery and platform fee. worst experience
Delivery Issues,not able to order from instamart from other far locations
Compliments,very good and the delivery guys . hat's off
Delivery Issues,very bad service because application showing buy 1 get 1 free but when pizza delivered in my location then i see only 1 piece so don't buy this company's pizza. lie company
Pricing Issues,"30 minutes order takes 1 hours, select item with 88 rupees, by the time of payment it's total price becomes 171 rs 🤣. 2.4 km travel gets 34 rs delivery charges. are you kidding"
Delivery Issues,"totally fraud . swiggy clock don't match with the actual time. they stop their timer as per their convenience. if you wish to cancel your order, you have placed by mistake, even within a minute, they don't cancel it if you paid them in advance . my suggestion always choose pay on delivery. other food delivery app is much better."
Food Quality,sorry  for this time i am not well food has been vegetables are stale not good pizza hut not well serviced so am also talk to us peoples about  arey you buy tarsted restaurant food and groceries
Compliments,very good very nice good
Complaints,"very poor service, recommend zomato over swiggy in deoghar jharkhand. also very poor customer supand there policies "
Delivery Issues,"i’m changing my review because this food delivery service has become unreliable. they show an estimated delivery time of 25 minutes, but the order isn’t even delivered for over an hour. my recent order took more than 1.5 hours to arrive — with no proper updates. this feels more like a scam than a service now. very disappointed."
Complaints,worst customer support. even also raising complaint they didn't response
Compliments,"good, promot delivery. delivery instructions are followed."
Pricing Issues,do you think i'm gonna buy something from you if you give free delivery of orders above 499??
App Performance,nice... app is flawless now .. i am using it after 3-4 years
Delivery Issues,coustomer order food when they are hungry. but swiggy dilivery our order very late. and not so good service compare to other platforms
App Performance,can't see my order details after placing it...!!!! what kind of an app is this...!!!
Pricing Issues,"too many charges , handling fee which is okay but gst"
Delivery Issues,stupid app. always delays order and keeps on messaging your order will be delivered in 8-10 minutes. deleting it right now and will download again.
Complaints,i was harrassed by your customer service fr payment after food delivery as payment failed on online base but i still received delivery on cash on delivery asking me to pay delivery on repeating order worst experience is thise how your employees talk its a order form punjabi kitchen to ccl 1b/80 few minutes ago. i cant even reply to your response on playstore so i m replying here i want action against tht executive employee
Delivery Issues,worst and time sence not properly following
Pricing Issues,"swiggy food delivery app not giving free delivery on store 99 items in ecosaver mode after taking swiggy one membership, its saying i have to order above 199 to avail free delivery with swiggy one. was fine before. dont take swiggy one guys. its useless tbh. just use the normal version."
Pricing Issues,"plate idly its a 35.. rs rupees. but swigg its worst . taking a 80 rs rupees.. and also asking for a tip. and udipi hotel . spandana hotel that food ist very good taste and idly size ittz matter.. never recommend to other' person to don't order on swiggy. its a worst aap. and asking for a tip.. 35 rupees idly. total bill its 80.. and i also got from ayyappa hotel.. total i pay that amount 90 rupees.. ఎవ్వరు నమ్మకండి స్విగ్గి అనేది మోసం చేస్తున్నారు.. 35 రూపాయల ఇడ్లీ కోసం 90 రూపాయలు ,చీ"
Complaints,very poor customer support. first they deliver expired item and then refuse to replace it.
Complaints,"their delivery drivers are the most notorious, they steal orders"
Compliments,i liked and fast service
Delivery Issues,jo dikhata h swiggy wo deta nhi h ye pizza order kiye the panner wala capsicum bhej diya uppar se ketchup pouches bhi nhi the ittni kharab pizza smell aarhi thi pizza se and @swiggy ne bhi complaint ki query solve nhi ki swiggy very poor verrrrryyyy pooooorrrrr swiggy
Payment Issues,"worst experience from customer support. i will give less than one star if possible... the payment gateway in this app was worst.... after selecting item from the cart to place an order we are getting ""payment failed"" issue frequently and order placed automatically with cod option even though we are not placed any order. we are uninstalled the app."
Compliments,good price for good food 
Compliments,first time experience with an order for vegetables & i received within 07 minutes. thank you swiggy. great job. keep it up.
Payment Issues,i am order cancel just 1 minute not refund money 100% charges not refund my money loss ₹263 can you not trust please don't order this app be careful this app don't order this app be careful danger this any problem is not solve  i am lost money₹263
Delivery Issues,"the new thing have started of delivering the nearby order and keep waiting customer is not a good idea, it is the worst idea. need to change this. because of this the order is not delivered to the customer."
Delivery Issues,worst app.not response for my order issue.in my food order i did not receive one food very worst app
Complaints,fraudulent app. no proper customer service provided. no proper resolution provided. scams people on context of one issue or other. beware
Compliments,on time delivering app for quick receivers book and enjoy
Complaints,i am ordering my food in train and swiggy delivery boy misbehaving and throwing my food very bad service ...can swiggy take any action such type delivery boy??
Complaints,third class service one will getsfrom swiggy
Compliments,is very and very good they was sail 100 80
Complaints,very poor customer support ....they offer you coupon of 20 rupees which cannot be clubbed with other coupons too ....they won't even cancel your order if they are running even 1 hour late ....don't buy memberships from this app
Delivery Issues,bhai order bahut delay karta hai.order karo kamse kaam 1 ghanta se upar jata he. customer service very bad
Complaints,swiggy policy with restaurants are very weak. i'm paying platform fee but when order delays or cancelled due to any issue swiggy is showing no accountability. leaving swiggy out of frustration.
Delivery Issues,i have ordered wrong food i want to cancel but i didn't canceld i this app shows i had to pay for that cancellation order
Complaints,"not getting enough help from the customer service, if there is any issue. no action is taking on the complaints."
Delivery Issues,take too much time for order deliver
Service Requests,wish you start swiggy instamart soon at bhavnagar.
Pricing Issues,monopoly on users to buy food at high amount. also to pay rain charges seems illogical.
Pricing Issues,delivery charges seems too high
Pricing Issues,swiggy and zomato are the only online food ordering platforms where you add food items worth ₹100 and your total bill will be ₹450..........
Complaints,i am very disappointed experience
Complaints,care support not good i m uninstall this app and i will never install this app fraud krty h ye
Food Quality,this is cheap food delivery company cheap restaurant cheap staff hired for deliver food. not hygiene riders wear slippers not wear t shrit.
Complaints,this is the worst app i have ever seen
Complaints,can i give then zero please . i just uninstall swiggy arneesha fatima and abhay the customer service people are trying to berate me even when i told then that the food is not good and gave me a food poisoning. they said they don't own the restaurant. washing their hands bloody ! i urge my indian brother to use zomato or directly call the restaurant . i know it's only me and 1 person and still swiggy will make a lot of money by cheating the people of india. nevertheless swiggy will be less 1 .
App Performance,what the hell is wrong with this app i had some problem on my device so i logged in account in my friend's device now i am unable to log into my own device and they don't have any customer care to solve this issue . i have their premium membership and i am a regular user still no help for me i have to literally depend on my friend to use my swiggy. edit- their customer support is pathetic i have tried to contact them a lot of times but no response and they claim to provide exclusive support .
Delivery Issues,delivery is too late and delivery partner behaviour is not good swiggy i don't like swiggy 🤮but blinkit i too good fast delivery no extra cash blinkit  swiggy 🤮
Delivery Issues,bahut gandi aap hai kabhi time par delivery nahi karte or nahi behaviour accha hai delivery boy ka magbaya keya or laye keya
App Performance,there is no cancellation if order is placed by mistake....worst app
Delivery Issues,i didn't think i need to give this review.today i ordered from kfc n other resto. guess what from kfc i didn't get what i ordered item was missing from pack with out checking back anything they are asking to email n all and other one is same as well where i ordered falooda instead got juice and i got same response. this is not expected from swiggy i choosen swiggy over zomato n using from past 6years i guess now i need to switch to other one now. so upset ..... customer service is worse than any
Delivery Issues,i have placed 2 orders but still have not received them and have not gotten a refund.
Compliments,best food delivery app .fast refund on wrong item missing items etc .
Complaints,"on the occasion of my 12th wedding anniversary, your team completely ruined a moment that was meant to be special. i had to repurchase everything from the market at the last minute, something i wish i could’ve avoided if i hadn’t trusted your service. despite the money i invested, all i received was a cold, computer-generated response stating that nothing could be done. to make matters worse, you had the audacity to ask for feedback. this entire experience felt like a scam — zero accountability."
Complaints,very bad service this app zamato 100 times better app's food delivery boy scammer type boy
Delivery Issues,very bad service compare to zomato all time u get food is cold because delivery partner take multiple order and i get late order if i chat with help boat cant help me now i stop using swiggy good bye swiggy
Food Quality,"confused mathematics, zero quality order processing, rest let's wait for order quality"
Payment Issues,facing issue every time while payment looking like you guys don't want payment anymore
Payment Issues,i got a bad experience from swiggy.i wrongly placed order to a wrong address. but i suddenly try to change the adress but its not working. when i try to cancel the same they are trying to charge 100 % as fee. totally a terrific experience. if the executive ready to deliver the same you will get the product. i just extra 200 for delivery of the same
Complaints,i have very bad service this swiggy.. please don't use ..
Delivery Issues,order mein jo bataya gaya hai vah nahin bhejte hain
Delivery Issues,very bad experience after giving proof of wrong item they rejected the refund...
Compliments,super fast delivery  in 20 minutes
Pricing Issues,pathetic delivery experience. prices are too high compared to restaurants. do not have proper customer care. if your order is shown as 20mins but it still does not deliver in 45mins. i would recommend opting for direct order to restaurants.
Delivery Issues,takes too much time for food to be delivered
